year,C1,C1_NM,C1_NM_ENG,total_population,child_population,working_age_population,older_population,older_share,working_age_share,child_share
2008,44210,서산시,Seosan-si,156867,29574,105523,21770,13.88,67.27,18.85
2009,44210,서산시,Seosan-si,158886,29255,107207,22424,14.11,67.47,18.41
2010,44210,서산시,Seosan-si,160468,28645,108965,22858,14.24,67.9,17.85
2011,44210,서산시,Seosan-si,161489,27908,110168,23413,14.5,68.22,17.28
2012,44210,서산시,Seosan-si,163315,27546,111574,24195,14.81,68.32,16.87
2013,44210,서산시,Seosan-si,165837,27274,113448,25115,15.14,68.41,16.45
2014,44210,서산시,Seosan-si,167611,26800,114624,26187,15.62,68.39,15.99
2015,44210,서산시,Seosan-si,170099,26241,116710,27148,15.96,68.61,15.43
2016,44210,서산시,Seosan-si,170788,25561,117197,28030,16.41,68.62,14.97
2017,44210,서산시,Seosan-si,171678,25181,117485,29012,16.9,68.43,14.67
2018,44210,서산시,Seosan-si,174162,25018,119266,29878,17.16,68.48,14.36
2019,44210,서산시,Seosan-si,174690,24526,119063,31101,17.8,68.16,14.04
2020,44210,서산시,Seosan-si,175591,24148,119007,32436,18.47,67.78,13.75
2021,44210,서산시,Seosan-si,176645,23647,119164,33834,19.15,67.46,13.39
2022,44210,서산시,Seosan-si,176413,22688,118402,35323,20.02,67.12,12.86
2023,44210,서산시,Seosan-si,176011,21522,117667,36822,20.92,66.85,12.23
2024,44210,서산시,Seosan-si,174445,20210,115624,38611,22.13,66.28,11.59
2008,44230,논산시,Nonsan-si,127797,19032,84882,23883,18.69,66.42,14.89
2009,44230,논산시,Nonsan-si,127097,18336,84402,24359,19.17,66.41,14.43
2010,44230,논산시,Nonsan-si,127507,17602,85027,24878,19.51,66.68,13.8
2011,44230,논산시,Nonsan-si,127533,16873,85600,25060,19.65,67.12,13.23
2012,44230,논산시,Nonsan-si,126653,16241,84684,25728,20.31,66.86,12.82
2013,44230,논산시,Nonsan-si,125844,15557,83924,26363,20.95,66.69,12.36
2014,44230,논산시,Nonsan-si,124784,14903,82884,26997,21.63,66.42,11.94
2015,44230,논산시,Nonsan-si,124232,14302,82322,27608,22.22,66.26,11.51
2016,44230,논산시,Nonsan-si,123213,13777,81379,28057,22.77,66.05,11.18
2017,44230,논산시,Nonsan-si,122240,13520,80090,28630,23.42,65.52,11.06
2018,44230,논산시,Nonsan-si,120230,12952,78117,29161,24.25,64.97,10.77
2019,44230,논산시,Nonsan-si,118842,12456,76280,30106,25.33,64.19,10.48
2020,44230,논산시,Nonsan-si,116675,11928,73652,31095,26.65,63.13,10.22
2021,44230,논산시,Nonsan-si,114483,11359,71341,31783,27.76,62.32,9.92
2022,44230,논산시,Nonsan-si,112617,10613,69388,32616,28.96,61.61,9.42
2023,44230,논산시,Nonsan-si,110423,9826,67139,33458,30.3,60.8,8.9
2024,44230,논산시,Nonsan-si,108529,9244,64694,34591,31.87,59.61,8.52
2008,44250,계룡시,Gyeryong-si,41411,9774,28865,2772,6.69,69.7,23.6
2009,44250,계룡시,Gyeryong-si,42760,9805,30038,2917,6.82,70.25,22.93
2010,44250,계룡시,Gyeryong-si,43088,9558,30475,3055,7.09,70.73,22.18
2011,44250,계룡시,Gyeryong-si,42942,9265,30526,3151,7.34,71.09,21.58
2012,44250,계룡시,Gyeryong-si,41550,8542,29805,3203,7.71,71.73,20.56
2013,44250,계룡시,Gyeryong-si,40957,8152,29513,3292,8.04,72.06,19.9
2014,44250,계룡시,Gyeryong-si,40552,7802,29304,3446,8.5,72.26,19.24
2015,44250,계룡시,Gyeryong-si,41730,7808,30327,3595,8.61,72.67,18.71
2016,44250,계룡시,Gyeryong-si,42634,7817,30970,3847,9.02,72.64,18.34
2017,44250,계룡시,Gyeryong-si,43967,7953,31839,4175,9.5,72.42,18.09
2018,44250,계룡시,Gyeryong-si,43731,7664,31621,4446,10.17,72.31,17.53
2019,44250,계룡시,Gyeryong-si,42971,7214,30993,4764,11.09,72.13,16.79
2020,44250,계룡시,Gyeryong-si,42822,6874,30807,5141,12.01,71.94,16.05
2021,44250,계룡시,Gyeryong-si,43331,6709,31116,5506,12.71,71.81,15.48
2022,44250,계룡시,Gyeryong-si,44475,6606,31895,5974,13.43,71.71,14.85
2023,44250,계룡시,Gyeryong-si,46667,6741,33374,6552,14.04,71.52,14.44
2024,44250,계룡시,Gyeryong-si,46540,6436,33098,7006,15.05,71.12,13.83
2012,44270,당진시,Dangjin-si,155104,24897,105879,24328,15.68,68.26,16.05
2013,44270,당진시,Dangjin-si,159615,25623,108852,25140,15.75,68.2,16.05
2014,44270,당진시,Dangjin-si,162844,25880,110989,25975,15.95,68.16,15.89
2015,44270,당진시,Dangjin-si,165122,25849,112420,26853,16.26,68.08,15.65
2016,44270,당진시,Dangjin-si,166630,25674,113511,27445,16.47,68.12,15.41
2017,44270,당진시,Dangjin-si,167439,25500,113553,28386,16.95,67.82,15.23
2018,44270,당진시,Dangjin-si,167770,25266,113518,28986,17.28,67.66,15.06
2019,44270,당진시,Dangjin-si,167042,24655,112454,29933,17.92,67.32,14.76
2020,44270,당진시,Dangjin-si,166249,23927,110991,31331,18.85,66.76,14.39
2021,44270,당진시,Dangjin-si,167092,23221,111354,32517,19.46,66.64,13.9
2022,44270,당진시,Dangjin-si,168253,22411,111927,33915,20.16,66.52,13.32
2023,44270,당진시,Dangjin-si,170302,21852,113179,35271,20.71,66.46,12.83
2024,44270,당진시,Dangjin-si,171931,21290,113755,36886,21.45,66.16,12.38
2008,44710,금산군,Geumsan-gun,56740,7467,36631,12642,22.28,64.56,13.16
2009,44710,금산군,Geumsan-gun,56220,7150,36312,12758,22.69,64.59,12.72
2010,44710,금산군,Geumsan-gun,56555,7091,36528,12936,22.87,64.59,12.54
2011,44710,금산군,Geumsan-gun,56030,6899,36092,13039,23.27,64.42,12.31
2012,44710,금산군,Geumsan-gun,55715,6613,35745,13357,23.97,64.16,11.87
2013,44710,금산군,Geumsan-gun,55441,6408,35363,13670,24.66,63.78,11.56
2014,44710,금산군,Geumsan-gun,55166,6058,35089,14019,25.41,63.61,10.98
2015,44710,금산군,Geumsan-gun,54879,5776,34776,14327,26.11,63.37,10.52
2016,44710,금산군,Geumsan-gun,54612,5533,34473,14606,26.75,63.12,10.13
2017,44710,금산군,Geumsan-gun,53894,5328,33584,14982,27.8,62.31,9.89
2018,44710,금산군,Geumsan-gun,53222,5130,32911,15181,28.52,61.84,9.64
2019,44710,금산군,Geumsan-gun,52257,4918,31726,15613,29.88,60.71,9.41
2020,44710,금산군,Geumsan-gun,51413,4686,30652,16075,31.27,59.62,9.11
2021,44710,금산군,Geumsan-gun,50477,4389,29581,16507,32.7,58.6,8.7
2022,44710,금산군,Geumsan-gun,50092,4024,28991,17077,34.09,57.88,8.03
2023,44710,금산군,Geumsan-gun,50093,3825,28689,17579,35.09,57.27,7.64
2024,44710,금산군,Geumsan-gun,49615,3557,28046,18012,36.3,56.53,7.17
2008,44730,연기군,Yeongi-gun,78645,12503,53358,12784,16.26,67.85,15.9
2009,44730,연기군,Yeongi-gun,79482,12491,54021,12970,16.32,67.97,15.72
2010,44730,연기군,Yeongi-gun,81871,12438,56055,13378,16.34,68.47,15.19
2011,44730,연기군,Yeongi-gun,82890,12327,56943,13620,16.43,68.7,14.87
2008,44760,부여군,Buyeo-gun,76687,9996,48314,18377,23.96,63.0,13.03
2009,44760,부여군,Buyeo-gun,75564,9388,47576,18600,24.61,62.96,12.42
2010,44760,부여군,Buyeo-gun,75029,8761,47407,18861,25.14,63.18,11.68
2011,44760,부여군,Buyeo-gun,74004,8252,46814,18938,25.59,63.26,11.15
2012,44760,부여군,Buyeo-gun,73259,7807,46238,19214,26.23,63.12,10.66
2013,44760,부여군,Buyeo-gun,72547,7404,45611,19532,26.92,62.87,10.21
2014,44760,부여군,Buyeo-gun,71754,6985,44691,20078,27.98,62.28,9.73
2015,44760,부여군,Buyeo-gun,71143,6598,44015,20530,28.86,61.87,9.27
2016,44760,부여군,Buyeo-gun,70187,6221,43194,20772,29.6,61.54,8.86
2017,44760,부여군,Buyeo-gun,69086,5902,41975,21209,30.7,60.76,8.54
2018,44760,부여군,Buyeo-gun,68078,5612,40958,21508,31.59,60.16,8.24
2019,44760,부여군,Buyeo-gun,66740,5367,39322,22051,33.04,58.92,8.04
2020,44760,부여군,Buyeo-gun,65354,5026,37645,22683,34.71,57.6,7.69
2021,44760,부여군,Buyeo-gun,63774,4696,35879,23199,36.38,56.26,7.36
2022,44760,부여군,Buyeo-gun,62343,4393,34293,23657,37.95,55.01,7.05
2023,44760,부여군,Buyeo-gun,61046,4058,32956,24032,39.37,53.99,6.65
2024,44760,부여군,Buyeo-gun,59550,3754,31290,24506,41.15,52.54,6.3
2008,44770,서천군,Seocheon-gun,60507,7424,37795,15288,25.27,62.46,12.27
2009,44770,서천군,Seocheon-gun,60066,7040,37440,15586,25.95,62.33,11.72
2010,44770,서천군,Seocheon-gun,60085,6672,37574,15839,26.36,62.53,11.1
2011,44770,서천군,Seocheon-gun,59541,6371,37162,16008,26.89,62.41,10.7
2012,44770,서천군,Seocheon-gun,58920,6017,36412,16491,27.99,61.8,10.21
2013,44770,서천군,Seocheon-gun,58441,5681,35849,16911,28.94,61.34,9.72
2014,44770,서천군,Seocheon-gun,57713,5373,35148,17192,29.79,60.9,9.31
2015,44770,서천군,Seocheon-gun,56910,5107,34350,17453,30.67,60.36,8.97
2016,44770,서천군,Seocheon-gun,56012,4765,33663,17584,31.39,60.1,8.51
2017,44770,서천군,Seocheon-gun,55175,4573,32671,17931,32.5,59.21,8.29
2018,44770,서천군,Seocheon-gun,53922,4287,31587,18048,33.47,58.58,7.95
2019,44770,서천군,Seocheon-gun,52805,4078,30310,18417,34.88,57.4,7.72
2020,44770,서천군,Seocheon-gun,51866,3856,29022,18988,36.61,55.96,7.43
2021,44770,서천군,Seocheon-gun,50745,3676,27754,19315,38.06,54.69,7.24
2022,44770,서천군,Seocheon-gun,49964,3519,26853,19592,39.21,53.74,7.04
2023,44770,서천군,Seocheon-gun,49116,3263,25911,19942,40.6,52.75,6.64
2024,44770,서천군,Seocheon-gun,48204,3001,24915,20288,42.09,51.69,6.23
2008,44790,청양군,Cheongyang-gun,33062,3913,20106,9043,27.35,60.81,11.84
2009,44790,청양군,Cheongyang-gun,32613,3671,19774,9168,28.11,60.63,11.26
2010,44790,청양군,Cheongyang-gun,32541,3488,19812,9241,28.4,60.88,10.72
2011,44790,청양군,Cheongyang-gun,32291,3305,19632,9354,28.97,60.8,10.24
2012,44790,청양군,Cheongyang-gun,32087,3145,19461,9481,29.55,60.65,9.8
2013,44790,청양군,Cheongyang-gun,32155,3053,19398,9704,30.18,60.33,9.49
2014,44790,청양군,Cheongyang-gun,32248,2930,19342,9976,30.94,59.98,9.09
2015,44790,청양군,Cheongyang-gun,32485,2796,19510,10179,31.33,60.06,8.61
2016,44790,청양군,Cheongyang-gun,32753,2633,19791,10329,31.54,60.42,8.04
2017,44790,청양군,Cheongyang-gun,32837,2509,19870,10458,31.85,60.51,7.64
2018,44790,청양군,Cheongyang-gun,32296,2363,19417,10516,32.56,60.12,7.32
2019,44790,청양군,Cheongyang-gun,31717,2204,18751,10762,33.93,59.12,6.95
2020,44790,청양군,Cheongyang-gun,30948,2129,17760,11059,35.73,57.39,6.88
2021,44790,청양군,Cheongyang-gun,30440,2056,17092,11292,37.1,56.15,6.75
2022,44790,청양군,Cheongyang-gun,30266,1939,16821,11506,38.02,55.58,6.41
2023,44790,청양군,Cheongyang-gun,30168,1826,16547,11795,39.1,54.85,6.05
2024,44790,청양군,Cheongyang-gun,29658,1701,15875,12082,40.74,53.53,5.74
2008,44800,홍성군,Hongseong-gun,88176,13000,57831,17345,19.67,65.59,14.74
2009,44800,홍성군,Hongseong-gun,87631,12583,57319,17729,20.23,65.41,14.36
2010,44800,홍성군,Hongseong-gun,88078,12199,57876,18003,20.44,65.71,13.85
2011,44800,홍성군,Hongseong-gun,88108,11832,57961,18315,20.79,65.78,13.43
2012,44800,홍성군,Hongseong-gun,88415,11595,58085,18735,21.19,65.7,13.11
2013,44800,홍성군,Hongseong-gun,89704,11646,58752,19306,21.52,65.5,12.98
2014,44800,홍성군,Hongseong-gun,91866,11900,59960,20006,21.78,65.27,12.95
2015,44800,홍성군,Hongseong-gun,94553,12225,61703,20625,21.81,65.26,12.93
2016,44800,홍성군,Hongseong-gun,99971,13325,65331,21315,21.32,65.35,13.33
2017,44800,홍성군,Hongseong-gun,101570,13499,66176,21895,21.56,65.15,13.29
2018,44800,홍성군,Hongseong-gun,101082,13165,65554,22363,22.12,64.85,13.02
2019,44800,홍성군,Hongseong-gun,100423,12688,64744,22991,22.89,64.47,12.63
2020,44800,홍성군,Hongseong-gun,100102,12526,63571,24005,23.98,63.51,12.51
2021,44800,홍성군,Hongseong-gun,99324,12218,62503,24603,24.77,62.93,12.3
2022,44800,홍성군,Hongseong-gun,98068,11473,61361,25234,25.73,62.57,11.7
2023,44800,홍성군,Hongseong-gun,97524,10911,60619,25994,26.65,62.16,11.19
2024,44800,홍성군,Hongseong-gun,99198,10759,61362,27077,27.3,61.86,10.85
2008,44810,예산군,Yesan-gun,88144,11676,57893,18575,21.07,65.68,13.25
2009,44810,예산군,Yesan-gun,87163,11176,57087,18900,21.68,65.49,12.82
2010,44810,예산군,Yesan-gun,87002,10624,57238,19140,22.0,65.79,12.21
2011,44810,예산군,Yesan-gun,86421,10118,56927,19376,22.42,65.87,11.71
2012,44810,예산군,Yesan-gun,85876,9692,56214,19970,23.25,65.46,11.29
2013,44810,예산군,Yesan-gun,85205,9229,55496,20480,24.04,65.13,10.83
2014,44810,예산군,Yesan-gun,84919,8694,55189,21036,24.77,64.99,10.24
2015,44810,예산군,Yesan-gun,83484,8093,53784,21607,25.88,64.42,9.69
2016,44810,예산군,Yesan-gun,81339,7326,52007,22006,27.05,63.94,9.01
2017,44810,예산군,Yesan-gun,80338,6982,50755,22601,28.13,63.18,8.69
2018,44810,예산군,Yesan-gun,80083,6767,50249,23067,28.8,62.75,8.45
2019,44810,예산군,Yesan-gun,79238,6575,48952,23711,29.92,61.78,8.3
2020,44810,예산군,Yesan-gun,78084,6247,47210,24627,31.54,60.46,8.0
2021,44810,예산군,Yesan-gun,76801,5914,45625,25262,32.89,59.41,7.7
2022,44810,예산군,Yesan-gun,77385,5856,45470,26059,33.67,58.76,7.57
2023,44810,예산군,Yesan-gun,78354,5934,45644,26776,34.17,58.25,7.57
2024,44810,예산군,Yesan-gun,78772,5964,45242,27566,34.99,57.43,7.57
2008,44825,태안군,Taean-gun,63401,8081,42536,12784,20.16,67.09,12.75
2009,44825,태안군,Taean-gun,63095,7796,42050,13249,21.0,66.65,12.36
2010,44825,태안군,Taean-gun,63247,7491,42123,13633,21.56,66.6,11.84
2011,44825,태안군,Taean-gun,62747,7264,41487,13996,22.31,66.12,11.58
2012,44825,태안군,Taean-gun,62548,6960,41031,14557,23.27,65.6,11.13
2013,44825,태안군,Taean-gun,62416,6671,40524,15221,24.39,64.93,10.69
2014,44825,태안군,Taean-gun,62574,6478,40301,15795,25.24,64.41,10.35
2015,44825,태안군,Taean-gun,63484,6402,40729,16353,25.76,64.16,10.08
2016,44825,태안군,Taean-gun,63900,6214,40818,16868,26.4,63.88,9.72
2017,44825,태안군,Taean-gun,63932,5984,40442,17506,27.38,63.26,9.36
2018,44825,태안군,Taean-gun,63238,5700,39571,17967,28.41,62.57,9.01
2019,44825,태안군,Taean-gun,62743,5459,38717,18567,29.59,61.71,8.7
2020,44825,태안군,Taean-gun,62214,5184,37674,19356,31.11,60.56,8.33
2021,44825,태안군,Taean-gun,61526,4862,36524,20140,32.73,59.36,7.9
2022,44825,태안군,Taean-gun,61335,4563,35801,20971,34.19,58.37,7.44
2023,44825,태안군,Taean-gun,60784,4208,34840,21736,35.76,57.32,6.92
2024,44825,태안군,Taean-gun,60133,3940,33754,22439,37.32,56.13,6.55
2008,44830,당진군,Dangjin-gun,136432,22221,92442,21769,15.96,67.76,16.29
2009,44830,당진군,Dangjin-gun,138798,22176,94376,22246,16.03,68.0,15.98
2010,44830,당진군,Dangjin-gun,144903,23155,99030,22718,15.68,68.34,15.98
2011,44830,당진군,Dangjin-gun,150219,24118,102768,23333,15.53,68.41,16.06
2008,46110,목포시,Mokpo-si,245651,48950,173918,22783,9.27,70.8,19.93
2009,46110,목포시,Mokpo-si,244339,47145,173467,23727,9.71,70.99,19.29
2010,46110,목포시,Mokpo-si,245422,45835,174453,25134,10.24,71.08,18.68
2011,46110,목포시,Mokpo-si,244871,44406,174195,26270,10.73,71.14,18.13
2012,46110,목포시,Mokpo-si,245073,43056,174264,27753,11.32,71.11,17.57
2013,46110,목포시,Mokpo-si,240936,40508,171520,28908,12.0,71.19,16.81
2014,46110,목포시,Mokpo-si,239109,38657,170273,30179,12.62,71.21,16.17
2015,46110,목포시,Mokpo-si,238382,37270,169909,31203,13.09,71.28,15.63
2016,46110,목포시,Mokpo-si,237739,36247,169047,32445,13.65,71.11,15.25
2017,46110,목포시,Mokpo-si,234379,34776,165769,33834,14.44,70.73,14.84
2018,46110,목포시,Mokpo-si,232327,33540,163966,34821,14.99,70.58,14.44
2019,46110,목포시,Mokpo-si,229861,32256,161518,36087,15.7,70.27,14.03
2020,46110,목포시,Mokpo-si,224044,30332,155885,37827,16.88,69.58,13.54
2021,46110,목포시,Mokpo-si,218589,28446,151080,39063,17.87,69.12,13.01
2022,46110,목포시,Mokpo-si,216939,27044,149090,40805,18.81,68.72,12.47
2023,46110,목포시,Mokpo-si,214156,25439,146271,42446,19.82,68.3,11.88
2024,46110,목포시,Mokpo-si,209890,23410,142026,44454,21.18,67.67,11.15
2008,46130,여수시,Yeosu-si,295133,52295,208201,34637,11.74,70.54,17.72
2009,46130,여수시,Yeosu-si,293546,49987,208011,35548,12.11,70.86,17.03
2010,46130,여수시,Yeosu-si,293488,47819,209068,36601,12.47,71.24,16.29
2011,46130,여수시,Yeosu-si,292750,46085,208835,37830,12.92,71.34,15.74
2012,46130,여수시,Yeosu-si,292217,44398,208148,39671,13.58,71.23,15.19
2013,46130,여수시,Yeosu-si,291366,42717,207280,41369,14.2,71.14,14.66
2014,46130,여수시,Yeosu-si,290900,41009,206666,43225,14.86,71.04,14.1
2015,46130,여수시,Yeosu-si,290168,39355,205816,44997,15.51,70.93,13.56
2016,46130,여수시,Yeosu-si,288988,38286,204070,46632,16.14,70.62,13.25
2017,46130,여수시,Yeosu-si,286382,37176,200637,48569,16.96,70.06,12.98
2018,46130,여수시,Yeosu-si,283300,35694,197997,49609,17.51,69.89,12.6
2019,46130,여수시,Yeosu-si,282786,34422,196369,51995,18.39,69.44,12.17
2020,46130,여수시,Yeosu-si,280242,33390,192265,54587,19.48,68.61,11.91
2021,46130,여수시,Yeosu-si,276762,32120,188280,56362,20.36,68.03,11.61
2022,46130,여수시,Yeosu-si,274765,30805,185162,58798,21.4,67.39,11.21
2023,46130,여수시,Yeosu-si,271696,29334,181227,61135,22.5,66.7,10.8
2024,46130,여수시,Yeosu-si,267816,27912,176047,63857,23.84,65.73,10.42
2008,46150,순천시,Suncheon-si,269429,53719,185832,29878,11.09,68.97,19.94
2009,46150,순천시,Suncheon-si,269516,51338,187807,30371,11.27,69.68,19.05
2010,46150,순천시,Suncheon-si,272620,48982,192434,31204,11.45,70.59,17.97
2011,46150,순천시,Suncheon-si,272201,46883,193491,31827,11.69,71.08,17.22
2012,46150,순천시,Suncheon-si,273798,45265,195432,33101,12.09,71.38,16.53
2013,46150,순천시,Suncheon-si,275668,43989,197437,34242,12.42,71.62,15.96
2014,46150,순천시,Suncheon-si,277188,42868,198726,35594,12.84,71.69,15.47
2015,46150,순천시,Suncheon-si,278765,41800,200170,36795,13.2,71.81,14.99
2016,46150,순천시,Suncheon-si,278548,40613,199974,37961,13.63,71.79,14.58
2017,46150,순천시,Suncheon-si,279331,39942,199891,39498,14.14,71.56,14.3
2018,46150,순천시,Suncheon-si,279389,39127,199720,40542,14.51,71.48,14.0
2019,46150,순천시,Suncheon-si,279598,38484,198841,42273,15.12,71.12,13.76
2020,46150,순천시,Suncheon-si,282189,38017,199727,44445,15.75,70.78,13.47
2021,46150,순천시,Suncheon-si,281436,37111,198263,46062,16.37,70.45,13.19
2022,46150,순천시,Suncheon-si,278737,35626,195050,48061,17.24,69.98,12.78
2023,46150,순천시,Suncheon-si,278137,34469,193151,50517,18.16,69.44,12.39
2024,46150,순천시,Suncheon-si,276329,33140,189779,53410,19.33,68.68,11.99
2008,46170,나주시,Naju-si,92884,12355,59815,20714,22.3,64.4,13.3
2009,46170,나주시,Naju-si,90875,11499,58461,20915,23.02,64.33,12.65
2010,46170,나주시,Naju-si,90118,10715,58133,21270,23.6,64.51,11.89
2011,46170,나주시,Naju-si,88243,10078,56877,21288,24.12,64.45,11.42
2012,46170,나주시,Naju-si,88067,9866,56666,21535,24.45,64.34,11.2
2013,46170,나주시,Naju-si,87754,9606,56356,21792,24.83,64.22,10.95
2014,46170,나주시,Naju-si,90669,10010,58304,22355,24.66,64.3,11.04
2015,46170,나주시,Naju-si,98182,11500,63725,22957,23.38,64.9,11.71
2016,46170,나주시,Naju-si,104376,13155,67732,23489,22.5,64.89,12.6
2017,46170,나주시,Naju-si,110110,14420,71512,24178,21.96,64.95,13.1
2018,46170,나주시,Naju-si,113839,14921,74260,24658,21.66,65.23,13.11
2019,46170,나주시,Naju-si,114664,14932,74475,25257,22.03,64.95,13.02
2020,46170,나주시,Naju-si,115613,14996,74631,25986,22.48,64.55,12.97
2021,46170,나주시,Naju-si,116726,15025,74961,26740,22.91,64.22,12.87
2022,46170,나주시,Naju-si,116456,14614,74354,27488,23.6,63.85,12.55
2023,46170,나주시,Naju-si,117377,14467,74656,28254,24.07,63.6,12.33
2024,46170,나주시,Naju-si,116654,14230,73269,29155,24.99,62.81,12.2
2008,46230,광양시,Gwangyang-si,141388,30777,97578,13033,9.22,69.01,21.77
2009,46230,광양시,Gwangyang-si,143461,29757,100360,13344,9.3,69.96,20.74
2010,46230,광양시,Gwangyang-si,145512,28582,103316,13614,9.36,71.0,19.64
2011,46230,광양시,Gwangyang-si,150725,28023,108688,14014,9.3,72.11,18.59
2012,46230,광양시,Gwangyang-si,150837,27058,109230,14549,9.65,72.42,17.94
2013,46230,광양시,Gwangyang-si,151621,26198,110349,15074,9.94,72.78,17.28
2014,46230,광양시,Gwangyang-si,152097,25327,111113,15657,10.29,73.05,16.65
2015,46230,광양시,Gwangyang-si,153587,24517,112701,16369,10.66,73.38,15.96
2016,46230,광양시,Gwangyang-si,155580,24003,114551,17026,10.94,73.63,15.43
2017,46230,광양시,Gwangyang-si,155857,23336,114809,17712,11.36,73.66,14.97
2018,46230,광양시,Gwangyang-si,156564,22766,115479,18319,11.7,73.76,14.54
2019,46230,광양시,Gwangyang-si,156750,22144,115306,19300,12.31,73.56,14.13
2020,46230,광양시,Gwangyang-si,151769,21169,110412,20188,13.3,72.75,13.95
2021,46230,광양시,Gwangyang-si,150531,20541,108996,20994,13.95,72.41,13.65
2022,46230,광양시,Gwangyang-si,152168,20002,109835,22331,14.68,72.18,13.14
2023,46230,광양시,Gwangyang-si,152666,19399,109617,23650,15.49,71.8,12.71
2024,46230,광양시,Gwangyang-si,154692,19227,110329,25136,16.25,71.32,12.43
2008,46710,담양군,Damyang-gun,48347,5557,31214,11576,23.94,64.56,11.49
2009,46710,담양군,Damyang-gun,47286,5129,30507,11650,24.64,64.52,10.85
2010,46710,담양군,Damyang-gun,47808,4966,30918,11924,24.94,64.67,10.39
2011,46710,담양군,Damyang-gun,47819,4785,30982,12052,25.2,64.79,10.01
2012,46710,담양군,Damyang-gun,47612,4717,30493,12402,26.05,64.04,9.91
2013,46710,담양군,Damyang-gun,47365,4510,30185,12670,26.75,63.73,9.52
2014,46710,담양군,Damyang-gun,47177,4363,29868,12946,27.44,63.31,9.25
2015,46710,담양군,Damyang-gun,47009,4198,29603,13208,28.1,62.97,8.93
2016,46710,담양군,Damyang-gun,47229,4134,29766,13329,28.22,63.02,8.75
2017,46710,담양군,Damyang-gun,47285,4058,29604,13623,28.81,62.61,8.58
2018,46710,담양군,Damyang-gun,46917,3912,29189,13816,29.45,62.21,8.34
2019,46710,담양군,Damyang-gun,46535,3738,28837,13960,30.0,61.97,8.03
2020,46710,담양군,Damyang-gun,46280,3699,28145,14436,31.19,60.81,7.99
2021,46710,담양군,Damyang-gun,46180,3577,27941,14662,31.75,60.5,7.75
2022,46710,담양군,Damyang-gun,45792,3429,27305,15058,32.88,59.63,7.49
2023,46710,담양군,Damyang-gun,45373,3325,26675,15373,33.88,58.79,7.33
2024,46710,담양군,Damyang-gun,44623,3141,25592,15890,35.61,57.35,7.04
2008,46720,곡성군,Gokseong-gun,32608,4055,19426,9127,27.99,59.57,12.44
2009,46720,곡성군,Gokseong-gun,32084,3708,19153,9223,28.75,59.7,11.56
2010,46720,곡성군,Gokseong-gun,31886,3505,19102,9279,29.1,59.91,10.99
2011,46720,곡성군,Gokseong-gun,31332,3378,18583,9371,29.91,59.31,10.78
2012,46720,곡성군,Gokseong-gun,30878,3152,18164,9562,30.97,58.83,10.21
2013,46720,곡성군,Gokseong-gun,31009,3010,18365,9634,31.07,59.22,9.71
2014,46720,곡성군,Gokseong-gun,30732,2822,18128,9782,31.83,58.99,9.18
2015,46720,곡성군,Gokseong-gun,30672,2704,18106,9862,32.15,59.03,8.82
2016,46720,곡성군,Gokseong-gun,30400,2556,17932,9912,32.61,58.99,8.41
2017,46720,곡성군,Gokseong-gun,30131,2409,17687,10035,33.3,58.7,8.0
2018,46720,곡성군,Gokseong-gun,29624,2261,17335,10028,33.85,58.52,7.63
2019,46720,곡성군,Gokseong-gun,28887,2072,16731,10084,34.91,57.92,7.17
2020,46720,곡성군,Gokseong-gun,28039,1908,15946,10185,36.32,56.87,6.8
2021,46720,곡성군,Gokseong-gun,27535,1788,15514,10233,37.16,56.34,6.49
2022,46720,곡성군,Gokseong-gun,27060,1645,15047,10368,38.31,55.61,6.08
2023,46720,곡성군,Gokseong-gun,26905,1534,14795,10576,39.31,54.99,5.7
2024,46720,곡성군,Gokseong-gun,26566,1465,14336,10765,40.52,53.96,5.51
2008,46730,구례군,Gurye-gun,27703,3550,16882,7271,26.25,60.94,12.81
2009,46730,구례군,Gurye-gun,27518,3325,16805,7388,26.85,61.07,12.08
2010,46730,구례군,Gurye-gun,27375,3180,16684,7511,27.44,60.95,11.62
2011,46730,구례군,Gurye-gun,27422,3134,16677,7611,27.76,60.82,11.43
2012,46730,구례군,Gurye-gun,27077,2972,16321,7784,28.75,60.28,10.98
2013,46730,구례군,Gurye-gun,27115,2909,16287,7919,29.21,60.07,10.73
2014,46730,구례군,Gurye-gun,27170,2788,16385,7997,29.43,60.31,10.26
2015,46730,구례군,Gurye-gun,27308,2720,16469,8119,29.73,60.31,9.96
2016,46730,구례군,Gurye-gun,27412,2582,16580,8250,30.1,60.48,9.42
2017,46730,구례군,Gurye-gun,27525,2480,16598,8447,30.69,60.3,9.01
2018,46730,구례군,Gurye-gun,27117,2293,16314,8510,31.38,60.16,8.46
2019,46730,구례군,Gurye-gun,26563,2152,15735,8676,32.66,59.24,8.1
2020,46730,구례군,Gurye-gun,25719,1991,14846,8882,34.53,57.72,7.74
2021,46730,구례군,Gurye-gun,25235,1885,14382,8968,35.54,56.99,7.47
2022,46730,구례군,Gurye-gun,24655,1755,13831,9069,36.78,56.1,7.12
2023,46730,구례군,Gurye-gun,24314,1615,13453,9246,38.03,55.33,6.64
2024,46730,구례군,Gurye-gun,24025,1524,13024,9477,39.45,54.21,6.34
2008,46770,고흥군,Goheung-gun,76605,8317,44830,23458,30.62,58.52,10.86
